"","...1","year","quarter_cycle","GDP_growth_qt","DSPIC_change_pct","UNRATE","CPIAUCSL","R_majorvote_pct","D_majorvote_pct","H_incumbent_party_majorvote_pct","CPIAUCSL.ave","days_until_election","support","emonth","party","R_totalvote_pct","D_totalvote_pct","winner_party","R_support","D_support","R_difference","D_difference"
"2839",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,22,42,10,"D",51.39,45.74,"R",NA,42,NA,3.74
"2840",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,22,45,10,"R",51.39,45.74,"R",45,NA,6.39,NA
"2841",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,17.5,47,10,"D",51.39,45.74,"R",NA,47,NA,1.26
"2842",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,17.5,46,10,"R",51.39,45.74,"R",46,NA,5.39,NA
"2843",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,17,32,10,"D",51.39,45.74,"R",NA,32,NA,13.74
"2844",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,17,40,10,"R",51.39,45.74,"R",40,NA,11.39,NA
"2845",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,16.5,46,10,"D",51.39,45.74,"R",NA,46,NA,0.259999999999998
"2846",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,16.5,46,10,"R",51.39,45.74,"R",46,NA,5.39,NA
"2847",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10,47,10,"D",51.39,45.74,"R",NA,47,NA,1.26
"2848",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10,46,10,"R",51.39,45.74,"R",46,NA,5.39,NA
"2849",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10.5,44,10,"D",51.39,45.74,"R",NA,44,NA,1.74
"2850",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10.5,50,10,"R",51.39,45.74,"R",50,NA,1.39,NA
"2851",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,9,45,10,"D",51.39,45.74,"R",NA,45,NA,0.740000000000002
"2852",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,9,44,10,"R",51.39,45.74,"R",44,NA,7.39,NA
"2853",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10,42,10,"D",51.39,45.74,"R",NA,42,NA,3.74
"2854",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10,50,10,"R",51.39,45.74,"R",50,NA,1.39,NA
"2855",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10.5,43,10,"D",51.39,45.74,"R",NA,43,NA,2.74
"2856",112,2014,8,95.94,1.32215198,5.7,237.43,52.91,47.09,47.09,236.671,10.5,42,10,"R",51.39,45.74,"R",42,NA,9.39,NA
"2857",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,17,40,10,"R",49.06,48.09,"R",40,NA,9.06,NA
"2858",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2859",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,17,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2860",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2861",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2862",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,41,10,"R",49.06,48.09,"R",41,NA,8.06,NA
"2863",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2864",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,47,10,"R",49.06,48.09,"R",47,NA,2.06,NA
"2865",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,44,10,"D",49.06,48.09,"R",NA,44,NA,4.09
"2866",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,19,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2867",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,24,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2868",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,24,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2869",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,25,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2870",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,25,43,10,"R",49.06,48.09,"R",43,NA,6.06,NA
"2871",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,26,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2872",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,26,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2873",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,27,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2874",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,27,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2875",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2876",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2877",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2878",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2879",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2880",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,17,45,10,"D",49.06,48.09,"R",NA,45,NA,3.09
"2881",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2882",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,32,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2883",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,32,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2884",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,38,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2885",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,38,37,10,"R",49.06,48.09,"R",37,NA,12.06,NA
"2886",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,29,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2887",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2888",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2889",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2890",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2891",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,33,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2892",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,33,36,10,"R",49.06,48.09,"R",36,NA,13.06,NA
"2893",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,31,49,10,"D",49.06,48.09,"R",NA,49,NA,0.909999999999997
"2894",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,40,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2895",113,2016,5,99.202,0.768193004,4.9,237.827,50.5,49.5,50.5,239.6035,40,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2896",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,17,40,10,"R",49.06,48.09,"R",40,NA,9.06,NA
"2897",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2898",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,17,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2899",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2900",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2901",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,41,10,"R",49.06,48.09,"R",41,NA,8.06,NA
"2902",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2903",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,47,10,"R",49.06,48.09,"R",47,NA,2.06,NA
"2904",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,44,10,"D",49.06,48.09,"R",NA,44,NA,4.09
"2905",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,19,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2906",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,24,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2907",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,24,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2908",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,25,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2909",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,25,43,10,"R",49.06,48.09,"R",43,NA,6.06,NA
"2910",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,26,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2911",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,26,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2912",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,27,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2913",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,27,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2914",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2915",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2916",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2917",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2918",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2919",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,17,45,10,"D",49.06,48.09,"R",NA,45,NA,3.09
"2920",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2921",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,32,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2922",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,32,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2923",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,38,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2924",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,38,37,10,"R",49.06,48.09,"R",37,NA,12.06,NA
"2925",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,29,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2926",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2927",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2928",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2929",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2930",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,33,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2931",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,33,36,10,"R",49.06,48.09,"R",36,NA,13.06,NA
"2932",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,31,49,10,"D",49.06,48.09,"R",NA,49,NA,0.909999999999997
"2933",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,40,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2934",114,2016,6,54.939,-0.065714461,5,238.835,50.5,49.5,50.5,239.6035,40,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2935",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,17,40,10,"R",49.06,48.09,"R",40,NA,9.06,NA
"2936",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2937",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,17,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2938",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2939",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2940",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,41,10,"R",49.06,48.09,"R",41,NA,8.06,NA
"2941",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2942",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,47,10,"R",49.06,48.09,"R",47,NA,2.06,NA
"2943",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,44,10,"D",49.06,48.09,"R",NA,44,NA,4.09
"2944",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,19,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2945",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,24,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2946",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,24,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2947",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,25,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2948",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,25,43,10,"R",49.06,48.09,"R",43,NA,6.06,NA
"2949",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,26,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2950",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,26,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2951",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,27,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2952",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,27,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2953",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2954",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2955",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2956",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2957",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2958",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,17,45,10,"D",49.06,48.09,"R",NA,45,NA,3.09
"2959",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2960",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,32,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2961",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,32,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2962",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,38,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2963",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,38,37,10,"R",49.06,48.09,"R",37,NA,12.06,NA
"2964",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,29,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2965",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2966",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2967",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2968",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2969",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,33,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2970",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,33,36,10,"R",49.06,48.09,"R",36,NA,13.06,NA
"2971",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,31,49,10,"D",49.06,48.09,"R",NA,49,NA,0.909999999999997
"2972",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,40,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"2973",115,2016,7,96.185,0.475270944,4.8,240.111,50.5,49.5,50.5,239.6035,40,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2974",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,17,40,10,"R",49.06,48.09,"R",40,NA,9.06,NA
"2975",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2976",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,17,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2977",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,17,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2978",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"2979",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,41,10,"R",49.06,48.09,"R",41,NA,8.06,NA
"2980",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2981",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,47,10,"R",49.06,48.09,"R",47,NA,2.06,NA
"2982",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,44,10,"D",49.06,48.09,"R",NA,44,NA,4.09
"2983",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,19,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2984",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,24,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2985",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,24,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"2986",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,25,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2987",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,25,43,10,"R",49.06,48.09,"R",43,NA,6.06,NA
"2988",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,26,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"2989",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,26,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"2990",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,27,50,10,"D",49.06,48.09,"R",NA,50,NA,1.91
"2991",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,27,45,10,"R",49.06,48.09,"R",45,NA,4.06,NA
"2992",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2993",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2994",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"2995",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,44,10,"R",49.06,48.09,"R",44,NA,5.06,NA
"2996",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"2997",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,17,45,10,"D",49.06,48.09,"R",NA,45,NA,3.09
"2998",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"2999",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,32,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"3000",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,32,39,10,"R",49.06,48.09,"R",39,NA,10.06,NA
"3001",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,38,43,10,"D",49.06,48.09,"R",NA,43,NA,5.09
"3002",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,38,37,10,"R",49.06,48.09,"R",37,NA,12.06,NA
"3003",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,29,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"3004",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,47,10,"D",49.06,48.09,"R",NA,47,NA,1.09
"3005",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"3006",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,48,10,"D",49.06,48.09,"R",NA,48,NA,0.0900000000000034
"3007",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,42,10,"R",49.06,48.09,"R",42,NA,7.06,NA
"3008",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,33,46,10,"D",49.06,48.09,"R",NA,46,NA,2.09
"3009",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,33,36,10,"R",49.06,48.09,"R",36,NA,13.06,NA
"3010",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,31,49,10,"D",49.06,48.09,"R",NA,49,NA,0.909999999999997
"3011",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,40,42,10,"D",49.06,48.09,"R",NA,42,NA,6.09
"3012",116,2016,8,111.791,0.622963951,4.9,241.641,50.5,49.5,50.5,239.6035,40,38,10,"R",49.06,48.09,"R",38,NA,11.06,NA
"3013",117,2018,5,171.051,1.272478976,4.1,248.816,45.65,54.35,45.65,250.758,9,47,10,"D",44.85,53.39,"D",NA,47,NA,6.39
"3014",117,2018,5,171.051,1.272478976,4.1,248.816,45.65,54.35,45.65,250.758,9,52,10,"D",44.85,53.39,"D",NA,52,NA,1.39
"3015",117,2018,5,171.051,1.272478976,4.1,248.816,45.65,54.35,45.65,250.758,9,43,10,"R",44.85,53.39,"D",43,NA,1.85,NA
