FIPS,STATE_FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,RANKD,RANKR,RANKI,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,state_fips,cd,name,type,totalvote,rankD,rankR,rankI,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
1901,1,01,District 1,Congressional District,167226,0,1,0,0,139854,0,26197,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0
1902,1,02,District 2,Congressional District,198464,2,1,0,57800,137193,0,3380,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0
1903,1,03,District 3,Congressional District,190071,2,1,3,47770,135448,3826,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1,04,District 4,Congressional District,195373,2,1,0,26628,164371,0,4294,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1905,1,05,District 5,Congressional District,211562,2,1,0,62466,141988,0,6740,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0
1906,1,06,District 6,Congressional District,183985,0,1,0,0,154058,0,27792,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0
1907,1,07,District 7,Congressional District,193699,1,2,0,123060,67353,0,3207,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
2901,2,01,At Large,Congressional District,241699,1,2,0,116322,63025,0,4114,0,0,0,57437,0,801,0,0,0,0,0,0,0,0,0,0,0,0
4901,4,01,District 1,Congressional District,360000,2,1,0,178446,181554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,4,02,District 2,Congressional District,321952,2,1,0,148415,173537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,4,03,District 3,Congressional District,140234,1,2,0,107952,32282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,4,04,District 4,Congressional District,263960,1,2,0,148179,115781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,4,05,District 5,Congressional District,320117,2,1,3,119740,181619,18758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4906,4,06,District 6,Congressional District,347604,2,1,0,171298,176306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,4,07,District 7,Congressional District,194329,1,2,0,125496,68833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,4,08,District 8,Congressional District,196806,0,1,0,0,196806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,4,09,District 9,Congressional District,192013,0,1,0,0,192013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,5,01,District 1,Congressional District,202960,2,1,0,51997,150963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,5,02,District 2,Congressional District,245817,2,1,0,86553,147700,0,11564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,5,03,District 3,Congressional District,222859,2,1,0,73248,141985,0,7626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,5,04,District 4,Congressional District,216402,2,1,0,56644,153671,0,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,6,01,District 1,Congressional District,195748,2,1,0,76416,119332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,6,02,District 2,Congressional District,198400,1,2,0,146775,51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,6,03,District 3,Congressional District,182024,2,1,0,85690,96334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,6,04,District 4,Congressional District,189642,1,2,0,127657,61985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,6,05,District 5,Congressional District,239941,2,1,0,92798,147143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,6,06,District 6,Congressional District,121850,1,2,0,68907,52943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,6,07,District 7,Congressional District,113061,1,2,0,76376,36685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,6,08,District 8,Congressional District,160535,1,2,0,119866,40669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,6,09,District 9,Congressional District,133148,1,2,0,74966,58182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,6,10,District 10,Congressional District,187467,1,0,0,149836,0,0,0,37631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,6,11,District 11,Congressional District,247499,1,2,0,207575,39924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,6,12,District 12,Congressional District,138594,1,2,0,123909,14685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,6,13,District 13,Congressional District,112442,1,2,0,56521,55921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,6,14,District 14,Congressional District,118126,1,2,0,80285,37841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,6,15,District 15,Congressional District,165847,1,0,0,92870,0,0,0,0,0,72977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,6,16,District 16,Congressional District,204386,1,0,0,118923,0,0,0,0,0,85463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,6,17,District 17,Congressional District,148244,1,2,0,105319,42925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,6,18,District 18,Congressional District,121402,1,2,0,80791,40611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,6,19,District 19,Congressional District,220325,1,2,0,155003,65322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,6,20,District 20,Congressional District,162779,2,1,0,53011,109768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,6,21,District 21,Congressional District,102399,1,2,0,56118,46281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,6,22,District 22,Congressional District,67562,2,1,0,32141,35421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,6,23,District 23,Congressional District,127973,2,1,0,49589,78384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,6,24,District 24,Congressional District,208092,1,2,0,127491,80601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,6,25,District 25,Congressional District,125335,1,2,0,72519,52816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,6,26,District 26,Congressional District,184486,1,2,0,101140,83346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,6,27,District 27,Congressional District,157736,2,1,0,72301,85435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,6,28,District 28,Congressional District,179349,1,2,0,117399,61950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,6,29,District 29,Congressional District,91032,1,0,0,55150,0,0,0,0,0,35882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,6,30,District 30,Congressional District,164752,1,0,0,118985,0,0,0,0,0,45767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,6,31,District 31,Congressional District,118181,1,2,0,68420,49761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,6,32,District 32,Congressional District,194246,1,2,0,132381,61865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,6,33,District 33,Congressional District,95926,1,2,0,54891,41035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,6,34,District 34,Congressional District,88580,1,0,0,46310,0,0,0,0,0,42270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,6,35,District 35,Congressional District,92847,1,2,0,51754,41093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,6,36,District 36,Congressional District,220983,1,2,0,151042,69941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,6,37,District 37,Congressional District,98204,1,0,0,62401,0,0,0,0,0,35803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,6,38,District 38,Congressional District,134260,1,2,0,75500,58760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,6,39,District 39,Congressional District,106925,1,2,0,61817,45108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,6,40,District 40,Congressional District,248059,2,1,0,104645,143414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,6,41,District 41,Congressional District,185043,2,1,0,89269,95774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,6,42,District 42,Congressional District,107594,1,2,0,71589,36005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,6,43,District 43,Congressional District,91565,1,2,0,69608,21957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,6,44,District 44,Congressional District,104814,1,2,0,73935,30879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,6,45,District 45,Congressional District,189444,2,1,0,87486,101958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,6,46,District 46,Congressional District,109094,1,2,0,65797,43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,6,47,District 47,Congressional District,237980,1,2,0,120876,117104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,6,48,District 48,Congressional District,224999,2,1,0,89188,135811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,6,49,District 49,Congressional District,263919,1,2,0,137969,125950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,6,50,District 50,Congressional District,248824,1,2,0,155076,93748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,6,51,District 51,Congressional District,218675,1,2,0,134470,84205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,6,52,District 52,Congressional District,139069,1,2,0,92339,46730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8901,8,01,District 1,Congressional District,267844,1,2,0,214940,47073,0,5831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8902,8,02,District 2,Congressional District,344335,1,2,0,240671,96750,0,0,0,2159,0,0,1928,0,0,0,0,0,2827,0,0,0,0,0,0,0
8903,8,03,District 3,Congressional District,322958,2,1,0,160918,162040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904,8,04,District 4,Congressional District,350021,2,1,0,128116,213182,0,0,0,8723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8905,8,05,District 5,Congressional District,276511,2,1,0,111212,154914,0,7028,0,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,8,06,District 6,Congressional District,279168,1,2,0,169023,104662,0,5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8907,8,07,District 7,Congressional District,361240,1,2,0,203688,149620,0,6125,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,0
8908,8,08,District 8,Congressional District,231920,1,2,0,112258,110567,0,9095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9901,9,01,District 1,Congressional District,243773,1,2,0,149438,91486,0,0,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,9,02,District 2,Congressional District,282780,1,2,0,164506,113724,0,2117,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,9,03,District 3,Congressional District,242651,1,2,3,137924,98704,4056,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,9,04,District 4,Congressional District,236084,1,2,0,140262,95822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,9,05,District 5,Congressional District,253612,1,2,0,127819,125793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10901,10,01,At Large,Congressional District,321649,1,2,4,178416,138201,1958,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12901,12,01,District 1,Congressional District,290736,2,1,0,93416,197320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12902,12,02,District 2,Congressional District,301340,2,1,0,121120,180220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,12,03,District 3,Congressional District,284843,2,1,3,103342,178091,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,12,04,District 4,Congressional District,274041,2,1,0,108358,165678,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
12905,12,05,District 5,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,12,06,District 6,Congressional District,300725,0,1,0,0,226536,0,74189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,12,07,District 7,Congressional District,304009,2,1,0,126052,177957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12908,12,08,District 8,Congressional District,342169,2,1,0,120050,222119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,12,09,District 9,Congressional District,202337,1,2,0,108522,93815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,12,10,District 10,Congressional District,199878,1,2,3,117929,78838,2001,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0
12911,12,11,District 11,Congressional District,326585,2,1,3,115629,205989,4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,12,12,District 12,Congressional District,321951,2,1,0,95368,226579,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
12913,12,13,District 13,Congressional District,341490,2,1,0,153839,181473,0,6158,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0
12914,12,14,District 14,Congressional District,263097,1,2,0,149689,113408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12915,12,15,District 15,Congressional District,248027,2,1,0,102816,145211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,12,16,District 16,Congressional District,305281,2,1,0,115537,189738,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
12917,12,17,District 17,Congressional District,348596,2,1,3,123778,222592,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,12,18,District 18,Congressional District,224176,0,1,2,0,167396,56622,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0
12919,12,19,District 19,Congressional District,313243,2,1,0,100198,213032,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
12920,12,20,District 20,Congressional District,188342,1,2,0,136192,52150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,12,21,District 21,Congressional District,328451,2,1,0,119859,208592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,12,22,District 22,Congressional District,272164,1,2,0,149977,122187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12923,12,23,District 23,Congressional District,278983,1,2,4,143897,130669,1338,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0
12924,12,24,District 24,Congressional District,185858,1,2,0,133416,52442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,12,25,District 25,Congressional District,234312,1,2,0,129085,105227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12926,12,26,District 26,Congressional District,202064,2,1,0,58838,143226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,12,27,District 27,Congressional District,237401,2,1,0,101370,136031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,12,28,District 28,Congressional District,211131,2,1,0,76647,134456,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
13901,13,01,District 1,Congressional District,263965,2,1,0,107837,156128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13902,13,02,District 2,Congressional District,241334,1,2,0,132670,108664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13903,13,03,District 3,Congressional District,310562,2,1,0,97046,213516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13904,13,04,District 4,Congressional District,275597,1,2,0,216306,59291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13905,13,05,District 5,Congressional District,295456,1,2,0,243687,51769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13906,13,06,District 6,Congressional District,332498,2,1,0,125612,206886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13907,13,07,District 7,Congressional District,234325,1,2,0,143063,91262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13908,13,08,District 8,Congressional District,260558,2,1,0,81870,178688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13909,13,09,District 9,Congressional District,294130,2,1,0,81318,212812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13910,13,10,District 10,Congressional District,307599,2,1,0,109097,198502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13911,13,11,District 11,Congressional District,302880,2,1,0,113127,189753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13912,13,12,District 12,Congressional District,265195,2,1,0,107148,158047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13913,13,13,District 13,Congressional District,264618,1,2,0,216390,48228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13914,13,14,District 14,Congressional District,258351,2,1,0,88189,170162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,15,01,District 1,Congressional District,193575,1,2,0,142742,50833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15902,15,02,District 2,Congressional District,205558,1,2,0,127995,72455,0,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,16,01,District 1,Congressional District,312433,2,1,0,82260,222893,0,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16902,16,02,District 2,Congressional District,271183,2,1,0,98736,172447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17901,17,01,District 1,Congressional District,226566,1,2,0,149457,76954,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
17902,17,02,District 2,Congressional District,203782,1,2,0,135622,68160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17903,17,03,District 3,Congressional District,165769,1,2,0,110970,54799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17904,17,04,District 4,Congressional District,127730,1,2,0,86643,36732,0,0,0,0,0,0,0,0,0,0,0,4355,0,0,0,0,0,0,0,0
17905,17,05,District 5,Congressional District,250232,1,2,3,169570,76584,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17906,17,06,District 6,Congressional District,271587,1,2,0,146517,125070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17907,17,07,District 7,Congressional District,153452,1,0,0,153452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17908,17,08,District 8,Congressional District,203404,1,2,0,114881,88523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17909,17,09,District 9,Congressional District,232884,1,2,0,164409,68475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17910,17,10,District 10,Congressional District,230593,1,2,0,143328,87265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17911,17,11,District 11,Congressional District,257190,1,2,0,143935,113223,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
17912,17,12,District 12,Congressional District,231173,2,1,0,60076,171020,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
17913,17,13,District 13,Congressional District,243417,1,2,0,135970,107296,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
17914,17,14,District 14,Congressional District,235573,1,2,0,127372,108010,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
17915,17,15,District 15,Congressional District,286293,2,1,0,82109,204184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17916,17,16,District 16,Congressional District,294151,2,1,0,98158,195993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17917,17,17,District 17,Congressional District,228562,1,2,0,118175,110256,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0
18901,18,01,District 1,Congressional District,212926,1,2,0,112509,100411,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
18902,18,02,District 2,Congressional District,193788,2,1,0,62716,125204,0,5863,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
18903,18,03,District 3,Congressional District,200918,2,1,3,60312,131252,9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18904,18,04,District 4,Congressional District,197110,2,1,0,62668,134442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18905,18,05,District 5,Congressional District,239869,2,1,0,93373,146496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906,18,06,District 6,Congressional District,193225,2,1,0,62743,130482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18907,18,07,District 7,Congressional District,174584,1,2,0,116870,53487,0,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18908,18,08,District 8,Congressional District,211658,2,1,0,67165,138664,0,5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18909,18,09,District 9,Congressional District,220775,2,1,0,75631,138765,0,6371,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19901,19,01,District 1,Congressional District,304797,2,1,0,141795,162743,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0
19902,19,02,District 2,Congressional District,318352,2,1,0,145907,172167,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0
19903,19,03,District 3,Congressional District,310908,2,1,0,154113,156261,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0
19904,19,04,District 4,Congressional District,276929,2,1,0,84193,186426,0,0,0,0,0,0,0,276,0,0,0,0,6034,0,0,0,0,0,0,0
20901,20,01,District 1,Congressional District,234984,2,1,0,75726,159258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20902,20,02,District 2,Congressional District,230345,2,1,0,97580,132765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20903,20,03,District 3,Congressional District,297019,1,2,0,163103,127116,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904,20,04,District 4,Congressional District,225001,2,1,0,82138,142863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21901,21,01,District 1,Congressional District,245796,2,1,0,61693,184103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21902,21,02,District 2,Congressional District,237253,2,1,0,66767,170486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21903,21,03,District 3,Congressional District,259475,1,2,0,160853,98622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21904,21,04,District 4,Congressional District,257629,2,1,3,79977,167541,10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21905,21,05,District 5,Congressional District,216267,2,1,0,38549,177712,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
21906,21,06,District 6,Congressional District,246171,2,1,0,83003,154760,0,0,0,0,0,0,0,0,0,0,0,0,8340,68,0,0,0,0,0,0
22901,22,01,District 1,Congressional District,244044,2,1,0,61467,177670,0,4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22902,22,02,District 2,Congressional District,205047,1,2,0,158120,46927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22903,22,03,District 3,Congressional District,224552,3,1,6,23641,144423,3255,1620,0,0,21172,24474,0,0,0,0,0,0,4012,1955,0,0,0,0,0,0
22904,22,04,District 4,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22905,22,05,District 5,Congressional District,223553,3,1,0,19383,151080,0,0,0,0,35149,5782,0,0,0,0,0,0,12159,0,0,0,0,0,0,0
22906,22,06,District 6,Congressional District,235928,0,1,0,0,189684,0,30709,0,0,0,15535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23901,23,01,District 1,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,23,02,District 2,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24901,24,01,District 1,Congressional District,281964,2,1,0,118945,156109,0,6671,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0
24902,24,02,District 2,Congressional District,233140,1,2,0,131387,101441,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0
24903,24,03,District 3,Congressional District,262995,1,2,0,154813,107931,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0
24904,24,04,District 4,Congressional District,143995,1,2,0,129429,14205,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0
24905,24,05,District 5,Congressional District,254108,1,2,0,163795,89919,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0
24906,24,06,District 6,Congressional District,242416,1,2,0,129254,112860,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0
24907,24,07,District 7,Congressional District,167251,1,2,0,136441,30430,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0
24908,24,08,District 8,Congressional District,235390,1,2,0,186923,44559,0,3676,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0
25901,25,01,District 1,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
